Institute Code,College Name,Region,Region Type,College Address,Email Address,Website,Registrar Name,Principal Name,Office Phone,Fax No,Status,Autonomy Status,Minority status
3462,"VPM's Maharshi Parshuram College of Engineering, Velneshwar, Ratnagiri.",Mumbai,Rural,"At Post Velneshwar, Hedvai-Guhagar Road, Guhagar,Ratnagiri.",info@vpmmpcoe.org,www.vpmmpcoe.org,Mr. Ravindra Rasal,Dr. Amitkumar T. Mane,243101,243102,Un-Aided,Non-Autonomous,Non-Minority
3463,"Urja Education Society's Aditya Polytechnic, Ratnagiri",Mumbai,Rural,"Gat No. 493, At And Post Talawade, College Road, Near Adavali Railway Station, Taluka Lanja, Dist. Ratnagiri",urja.aditya@gmail.com,www.adityapolytechnic.com,GEETAMANJIRI S. JOSHI,SHRADDHA S. DESAI,9673963564,02351204,Un-Aided,Non-Autonomous,Non-Minority
3465,"Ideal Institute of Technology, Wada, Dist.Thane",Mumbai,Rural,"40, Pasheri Village, Pimplaj road, Taluka Wada, Dist.Thane. ",idealinstituteoftechnology13@gmail.com,www.idealwada.com,Mr. Jugal Mehra ,Dr. Bhuwan Chandra ,212144,212144,Un-Aided,Non-Autonomous,Non-Minority
3466,"Devi Mahalaxmi Polytechnic, Titwala, Kalyan",Mumbai,Urban,"At Mhaskal, Near Ganesh Temple, Titwala, Kalyan. ",principal.dmpc@gmail.com,www.devimahalaxmipolytechnic.in,Dr Madhukar Asre,Madhukar Asre,25948752,25948752,Un-Aided,Non-Autonomous,Non-Minority
3467,"Vishwaniketan's Institute of Management Entrepreneurship and Engineering Technology(i MEET), Khalapur Dist Raigad",Mumbai,Rural,"Survey No. 52 Kumbhivali, On Mumbai-Pune Expressway, Near Khalapur Toll Naka ,Tal-Khalapur, Dist- Raigad",mail.vishwaniketan@gmail.com,www.vishwaniketan.edu.in,Mr. H. R. Mavkar,Dr. B. R. Patil,274206,274210,Un-Aided,Non-Autonomous,Non-Minority
3470,"Yashwantrao Bhonsale Polytechnic, Charathe,  Sawantwadi",Mumbai,Rural,"At Post Charathe ( Vazarwadi), Tal.Sawantwadi, Sindhudurg.",ybpolytechnic@gmail.com,www.sybespolytechnic.com,Prasad Mahale,Gajanan Bhosale,273535,,Un-Aided,Non-Autonomous,Non-Minority
3471,"New Horizon Institute of Technology & Management, Thane",Mumbai,Urban,"Anand Nagar, Kavesar, Off. Ghodbunder Road, Thane(W)",principal@nhitm.ac.in,www.nhitm.ac.in,Mr. Rupesh Pethe,Dr. Prashant D.Deshmukh ,25971778,,Un-Aided,Non-Autonomous,Non-Minority
3475,"A. P. Shah Institute of Technology, Thane",Mumbai,Urban,"Survey No. 12, Opp. Hypercity Mall, Kasarvadavali, Ghodbunder Road, Thane (W)",principal@apsit.org.in,www.apsit.edu.in,Dr. Sameer S. Nanivadekar,Dr. Uttam D. Kolekar,25973737,25973739,Un-Aided,Non-Autonomous,Religious Minority - Jain
3503,"Indala College Of Engineering, Bapsai Tal.Kalyan",Mumbai,Urban,"Near Hp Gagangiri Petrol Pump, Kalyan-Murbad Road, Bapsai, Taluka Kalyan, Dist Thane ",icoekalyan1@gmail.com,icoe.ac.in,Prof. ATUL ZOPE,Dr. C.M. CHOUDHARI,2973456,,Un-Aided,Non-Autonomous,Non-Minority
4004,"Government College of Engineering, Chandrapur",Nagpur,Urban,"Ballarsha Bypass Road,Chandrapur ",gcoechandrapur@gmail.com,www.gcoec.ac.in,Smt. S. R. Bhagwat,Dr. G.G. Bhutada,230478,227334,Government,Non-Autonomous,Non-Minority
4005,"Laxminarayan Institute of Technology, Nagpur",Nagpur,Urban,"L.I.T.Premises, Opposite Bharatnagar, Amravati Road, Nagpur",rajumankar@gmail.com,www.litnagpur.in,Dr. Vinayak Deshpande,Dr Raju B Mankar,2561107,2531659,University Department,Non-Autonomous,Non-Minority
4008,"Government Polytechnic, Sakoli",Nagpur,Rural,"Sendur Wafa,Sakoli Dist Bhandara 441802",gp_sakoli@rediffmail.com,www.gpsakoli.ac.in,Smt. A.V. Kadam,DR. Ashok Upadhyay,237470,236206,Government,Non-Autonomous,Non-Minority
4009,"Government Polytechnic, Bramhapuri",Nagpur,Rural,"Bramhapuri Chandrapur , 441206",office.gpbramhapuri@dtemaharashtra.gov.in,www.gpbramhapuri.edu.in,Mrs. N. R. Gour,Dr M B Daigavane,272112,272166,Government,Non-Autonomous,Non-Minority
4010,"Government Polytechnic, Gadchiroli",Nagpur,Rural,"M.I.D.C Road Gadchiroli , 442605",gpgad.gad@gmail.com,www.gpgadchiroli.ac.in,Shri L N GOHANE,Dr. Nitin Pandurang Sonaje,222687,222260,Government,Non-Autonomous,Non-Minority
4011,Government Polytechnic Gondia,Nagpur,Rural,"Fulchur Tola, Near Iti, Sakoli Road, Gondia 441601",gp.gondia@gmail.com,www.gpgondia.org,Shri.Pande,Dr. C.D.Golghate,235140,235136,Government,Non-Autonomous,Non-Minority
4012,"Government Polytechnic, Sadar, Nagpur",Nagpur,Urban,"Mangalwar Bazar, Nagpur , 440001",principal.gpnagpur@dtemaharashtra.gov.in,www.gpnagpur.ac.in,Smt. R.U. GHUTKE,Dr.C.S.Thorat,2564483,2562741,Government,Autonomous,Non-Minority
4013,"Government Polytechnic, Arvi",Nagpur,Urban,"Arvi. Wardha , 442201",gparvi1@gmail.com,www.gparvi.ac.in,B.B. CHAVAN,SHRIKRUSHNA RAMBHAU THUTE,222680,223990,Government,Non-Autonomous,Non-Minority
4015,"Acharya Shrimannarayan Polytechnic, Pimpri-Wardha",Nagpur,Rural,"Arvi Road, Pimpri, Wardha 442001",astsw@rediffmail.com,www.shikshamandal.org,Vacant,Dr. Pravin S. Pachpor,230519,230519,Government-Aided,Non-Autonomous,Linguistic Minority - Hindi
4023,"Adv.V.R.Manohar Institute of Diploma in Medical Laboratory Technology, Nagpur",Nagpur,Urban,"Electronic Zone,M.I.D.C Nildoh Nagpur",principal_dmltnys@yahoo.com,www.dmltngp.com,Prakash R. Mahakalkar,Narendra Ruprao Dighade,242304,242304,Government-Aided,Non-Autonomous,Non-Minority
4025,"Government College of Engineering, Nagpur",Nagpur,Urban,"Sector-27, Mihan Rehabilitation Colony, Khapari, Nagpur",office.gcoenagpur@dtemaharashtra.gov.in,www.gcoen.ac.in,MR.N. H. BHUJADE,PROF.MADHAV KUMTHEKAR,202012,,Government,Non-Autonomous,Non-Minority
4104,"Kavi Kulguru Institute of Technology & Science, Ramtek",Nagpur,Rural,"K. K. Nagar, Ramtek, Nagpur - 441 106  ",principal@kits.edu,www.kits.edu,Dr. B. Ram Rathan Lal,Dr. B. Ram Rathan Lal,255309,255236,Un-Aided,Non-Autonomous,Non-Minority
4115,"Shri Ramdeobaba College of Engineering and Management, Nagpur",Nagpur,Urban,"Gittikhadan, Katola  Road, Nagpur",deanadmissions@rknec.edu,www.rknec.edu,Prof. Nikhil Shirish Damle,Dr. R. S. Pande,2580011,2583237,Un-Aided,Autonomous,Linguistic Minority - Hindi
4116,"Ankush Shikshan Sanstha's G.H.Raisoni College of Engineering, Nagpur",Nagpur,Urban,"C.R.P.F. Gate No.3, Digdoh Hills, Hingna Road, Nagpur ",principal.ghrce@raisoni.net,www.ghrce.raisoni.net,Dr Sanjay Dorle,Dr. Sachin Untawale,9604787184,232560,Un-Aided,Autonomous,Linguistic Minority - Hindi
4118,"Bapurao Deshmukh College of Engineering, Sevagram",Nagpur,Rural,"P.O.Sevagram,Dist-Wardha",princi.bdces@gmail.com,www.bdce.edu.in,Mr.G.D.Dhawale,Dr.G.V.Thakre,284378,284241,Un-Aided,Non-Autonomous,Non-Minority
4123,"Lokmanya Tilak Jankalyan Shikshan Sanstha, Priyadarshani College of Engineering, Nagpur ",Nagpur,Rural,"Near CRPF Campus, Hingna Road, Nagpur ",mpsingh3712@rediffmail.com,www.pcenagpur.edu.in,Mr. Vijay Athalye,Dr. M. P. Singh,244381,244681,Un-Aided,Non-Autonomous,Linguistic Minority - Hindi
4133,"Sanmarg Shikshan Sanstha's Smt. Radhikatai Pandav College of Engineering, Nagpur",Nagpur,Urban,"Near Dighori Naka, Umrer Road, Bhadura, Nagpur",admin@srpce.ac.in,www.srpce.ac.in,Mr. Satish Lanjewar,Dr. Prashant Lanjewar,663603,663663,Un-Aided,Non-Autonomous,Non-Minority
4134,"Guru Nanak Institute of Engineering & Technology,Kalmeshwar, Nagpur",Nagpur,Rural,"Khasara No-94,95&164/1,Mauza Dahegaon,Opposite IOC Prtrol Pump,Kalmeshwar, Nagpur",gnietnagpur@gmail.com,www.gniet.ac.in,Mr. Shital V. Likhar,Dr.Sanjeev Shrivastava,661400,661410,Un-Aided,Non-Autonomous,Non-Minority
4135,"Amar Seva Mandal's Shree Govindrao Vanjari College of Engineering &  Technology, Nagpur",Nagpur,Rural,"Survey No. 148/149, Salai Godhani, Near Chikna Village, Hudakeshwar Road, Nagpur",gwcet@rediffmail.com,www.gwcet.ac.in,Mr. Pankaj Kohale,Dr. Salim A. Chavan,2742308,2747853,Un-Aided,Non-Autonomous,Non-Minority
4136,"Lokmanya Tilak Jankalyan Shikshan Sastha, Priyadarshini J. L. College Of Engineering, Nagpur",Nagpur,Urban,"846, Nandanvan, Nagpur ",principaljlcce@gmail.com,www.jlcce.ltjss.net,Mrs.A.V.Kature,DR.A.M.Shende,2711505,2711505,Un-Aided,Non-Autonomous,Linguistic Minority - Hindi
4137,"Sir Shantilal Badjate Charitable Trust's S. B. Jain Institute of technology, Management & Research, Nagpur",Nagpur,Rural,"Behind Asarambapu Ashram Village, Yerala, Katol Road, Nagpur ",ceo@sbjit.edu.in,www.sbjit.edu.in,Mr. Nilesh Gaulkar,Dr. S.L. Badjate,2667777,2667666,Un-Aided,Non-Autonomous,Linguistic Minority - Hindi
4139,"Samridhi Sarwajanik Charitable Trust, Jhulelal Institute of Technology, Nagpur",Nagpur,Urban,"Kh. No.72, 68/1, 68/2, 68/3, Lonara Dist. Nagpur",admin@jit.org.in,www.jit.org.in,Mr. SUMEET CHANDEGAVE,Dr. Narendra Bawane,2668233,2668234,Un-Aided,Non-Autonomous,Linguistic Minority - Sindhi
4140,"Bhausaheb Charitable Trust's Bhausaheb Mulik College of Engineering, Nagpur",Nagpur,Rural,"P-73, OSP 73, MIDC, Butibori, Nagpur ",bmce4140@gmail.com,www.bmce.edu.in,V.N.Mujbaile,Dr.R.H.Parikh,202535,,Un-Aided,Non-Autonomous,Non-Minority
4141,"Shriram Gram Vikas Shikshan Sanstha, Vilasrao Deshmukh College of Engineering and Technology, Nagpur",Nagpur,Rural,"Sr. No.121, 262, At Mouza, Taluka Mauda, Bhandara Road, Nagpur ",vdcoe_ngp@hotmail.com,www.vdcet.com,Mr. N. R. Bochar,Dr. S. B. THAKRE,281254,,Un-Aided,Non-Autonomous,Non-Minority
4142,"Ankush Shikshan Sanstha's G. H. Raisoni Institute of Engineering & Technology, Nagpur",Nagpur,Rural,"MIDC, Near Facor, Higna Wadi Road, Nagpur ",ghrietn@raisoni.net,www.ghrietn.raisoni.net,Prof. M.J. Katira,Dr. Prashant Pawade,234501,234501,Un-Aided,Non-Autonomous,Linguistic Minority - Hindi
4143,"Sanmarg Shikshan Sanstha, Mandukarrao Pandav College of Engineering, Bhandara",Nagpur,Rural,"Sr. No.183/1, Billewada, Taluka & Dist Bhandara",mpce@rediffmail.com,WWW.MPCE.ORG.IN,Chandrashekhar Khaire,P Nageshwarrao,71843094,01784309,Un-Aided,Non-Autonomous,Non-Minority
4144,"Shri. Sai Shikshan Sanstha, Nagpur Institute of Technology, Nagpur",Nagpur,Urban,"Sr. No.13/2, Mahurzari, Katol Road, Taluka & Dist Nagpur ",registrar@nit.edu.in,www.nit.edu.in,Sandeep Kale,Dr. Amol Deshmukh,9881711787,2421277,Un-Aided,Non-Autonomous,Non-Minority
4145,"Wainganga College of Engineering and Management, Dongargaon, Nagpur",Nagpur,Urban,"Dongargoan, Near Gumgaon Railway Station, Post - Gumgaon, Wardha road, Nagpur",wcem4145@gmail.com,www.wcem.in,Mr. R P Madankar,Dr. Manish Bihade,203728,2235288,Un-Aided,Non-Autonomous,Non-Minority
4146,"KDK College of Engineering, Umrer, Nagpur",Nagpur,Rural,"State Highway No.9, Opp. W. C. L., Umrer Project, Umrer, Nagpur",dratulcwaghmare@rediffmail.com,www.ucoe.org.in,Mr. Ajay  Dhanvijay,Dr. A.C. Waghmare,247317,247317,Un-Aided,Non-Autonomous,Non-Minority
4147,"K.D.K. College of Engineering, Nagpur",Nagpur,Urban," Great Nag Road, Nandanvan, Nagpur",kdkce4147@gmail.com,www.kdkce.edu.in,Anant B. Bute,Dr. D. P. Singh,2710030,2713658,Un-Aided,Non-Autonomous,Non-Minority
4151,"Vidarbha Bahu-Uddeshiya Shikshan Sanstha's Tulshiramji Gaikwad Patil College of Engineering & Technology, Nagpur",Nagpur,Rural,"Kh. No. 8/1, Mohgaon,Wardha Road,Nagpur ",vidarbhabuss@yahoo.co.in,www.tgpcet.com,SANDEEP PALSODKAR,Dr. S.S. Rathore,645410,2240656,Un-Aided,Non-Autonomous,Non-Minority
4167,"Yeshwantrao Chavan College of Engineering,Wanadongri, Nagpur",Nagpur,Rural,"Hingna Road, Wanadongri, Nagpur  441110",principal@ycce.edu,www.ycce.edu,DR. P. K. DAKHOLE,DR. U.P. WAGHE,242919,,Un-Aided,Autonomous,Non-Minority
4171,"Lokmanya Tilak Jankalyan Shikshan Sanstha's , Priyadarshini Institute of Engineering and Technology, Nagpur",Nagpur,Urban,"Mouza Shivangaon , Khasara, 1/1A, 1909/12C, Near CRPF Campus, Hingna Road, Nagpur",viveknanoti@gmail.com,www.piet.ltjss.net,Mr. Abhaykumar Das,Dr. V.M. Nanoti,244463,244458,Un-Aided,Non-Autonomous,Linguistic Minority - Hindi
4172,"Anjuman College of Engineering & Technology, Nagpur",Nagpur,Urban,"Mangalwari Bazar Road, Sadar, Nagpur",eng_acet@rediffmail.com,www.anjumanengg.edu.in,Aamir Siddiqui,Dr. Syed Mohammad Ali,6604502,2583559,Un-Aided,Non-Autonomous,Religious Minority - Muslim
4173,"National Power Training Institute, Nagpur (Under the Ministry of Power,(Govt. of India) ",Nagpur,Urban,"South Ambazari Road,  Gopal Nagar,(Opp VNIT),Nagpur ",director@nptinagpur.com,www.nptinagpur.com,NA,Dr. D. M. Lokhande,2231478,2220413,Un-Aided,Non-Autonomous,Non-Minority
4174,"ST. Vincent Pallotti College of Engineering & Technology, Nagpur",Nagpur,Rural,"Gavsi Manapur, Wardha Road,  Nagpur",info@stvincentngp.edu.in,www.stvincentngp.edu.in,Prof. Prafull Tarwatkar,Dr. S. V. GOLE,275951,275953,Un-Aided,Non-Autonomous,Religious Minority - Christian
4175,"JMSS Shri Shankarprasad Agnihotri College of Engineering, Wardha",Nagpur,Rural,"Agnihotri College Campus, Bapujiwadi, Ramnagar, Wardha ",agisspace2007@gmail.com,www.sspace.ac.in,MR.GAJANAN DANDADE,Dr. Rajkishor M. Tugnayat,250007,250159,Un-Aided,Non-Autonomous,Non-Minority
4177,"Priyadarshini Bhagwati  College of Engineering, Harpur Nagar, Umred Road,Nagpur",Nagpur,Urban,"Harpur Nagar, Umrer Road, Nagpur",principalpbcoe@gmail.com,www.bcce.ltjss.net,Mr. V. D. Barapatre,Dr. N. K. Choudhari,2710282,2710283,Un-Aided,Non-Autonomous,Linguistic Minority - Hindi
4178,"Rajiv Gandhi College of Engineering & Research, Hingna Road, Nagpur",Nagpur,Rural,"Wanadongari, Hingna Road, Nagpur ",rgcerngp@gmail.com,www.rgcer.edu.in,AALIYA SHAFEE,Dr. M.M. Kshirsagar,9028049155,,Un-Aided,Non-Autonomous,Non-Minority
4179,"Lokmanya Tilak Jankalyan Shiksan Sanstha, Priyadarshini Indira Gandhi College of Engineering, Nagpur ",Nagpur,Rural,"Opp. Lata Mangeshkar Hospital, Hingana Road, Nagpur",pigce.principal@gmail.com,www.pice.ltjss.net,Mr. Sachin Khedikar,Dr. R. M. Dhoble,232545,232504,Un-Aided,Non-Autonomous,Linguistic Minority - Hindi
4180,"KDKs Shrimati Rajashri Mulak College of Engineering for Womens, Nagpur",Nagpur,Urban,"KDK College Campus, Great Nag Road, Nandanvan, Nagpur ",principal_srmcew@yahoo.com,www.srmcew.edu.in,Mr. H V Sondawale,Dr. Pushpa Devnani,2714750,2716411,Un-Aided,Non-Autonomous,Non-Minority
4181,"Sarvasiddhanta Education Soc's Nuva College of Engineering and Technology, Nagpur",Nagpur,Rural,"146,149,150 & 153,Nagpur Katol Highway, Khapri(Kothe),Tal.Kalmeshwar, Nagpur",infonuva@gmail.com,www.nuvaedu.com,Abhijeeth Nair,Dr.A.S.Khan,661105,661104,Un-Aided,Non-Autonomous,Non-Minority
4184,"Om Arunodaya Bahuuddeshiya Khadi Garmudyog Vikas Sanstha's Om College of Engineering, Inzapur, Wardha(Closed A.Y. 2018-19)",Nagpur,Rural,"Lloyd Steel Industrial Limited, Hinganghat Road,  Inzapur, Wardha ",glpworld@rediffmail.com,www.omcoe.com,Rajdeep L. Raikwar,Nilesh G. Thakare,285252,285251,Un-Aided,Non-Autonomous,Non-Minority
4185,"Shree Bapuraoji Deshmukh Foundation, Suresh Deshmukh College of Engineering, Selukate, Wardha",Nagpur,Rural,"Selukate, Survey No. 161, Mauje Selu Kate, Dist. Wardha ",princi.sdces@gmail.com,www.sdce.edu.in,Mr. K.D. Fartade,Dr S. V. DESHMUKH,282533,282933,Un-Aided,Non-Autonomous,Non-Minority
4186,"Datta Meghe Institute of Medical Science's Datta Meghe Institute of Engineering & Technology & Research, Savangi (Meghe)",Nagpur,Rural,Wardha Yavatmal Road Wardha,principal_dmietr@yahoo.com,www.dmietr.edu.in,Mr. Abhay Jaronde,Dr. Prasanna L. Zade,287894,287894,Un-Aided,Non-Autonomous,Non-Minority
4187,"Dr. Babasaheb Ambedkar College of Engineering and Research, Wanadongri, Nagpur",Nagpur,Rural,"Wanhadongri, Hingna Road, Nagpur ",svssngp@gmail.com,www.svsscer.edu.in,Mrs.Lucky Chandekar,Dr. V.H. Tatwawadi,242406,242405,Un-Aided,Non-Autonomous,Non-Minority
4188,"Krushi Jivan Vikas Pratishthan, Ballarpur Institute of Technology, Mouza Bamni",Nagpur,Rural,"Bamani, Rajapura Road, Tal. Ballarpur. Chandrapur",bit.ballarpur@gmail.com,www.bitedu.co.in,Dr.SATYANARAYAN,Dr. RAJNI KANT,7720079166,7172243111,Un-Aided,Non-Autonomous,Non-Minority
4189,"Sardar Patel Memorial Society's Namdevrao Poreddiwar College of Engineering and Technology, Gadchiroli",Nagpur,Rural,"At Mouza Boldi, Dhanopra Road, Tal & Dist. Gadchiroli",principal.ncet@gmail.com,www.npcet.ac.in,Vinod Dhamange,Prof. Balbirsingh Guram,237861,08860622,Un-Aided,Non-Autonomous,Non-Minority
4190,"M.D. Yergude Memorial Shikshan Prasarak Mandal's Shri Sai College of Engineering & Technology, Badravati
",Nagpur,Rural,"Near Village Lonara, Nagpur Road, Badravati Dist. Chandrapur ",mdyergude@yahoo.com,www.sscet.in,MR.J.S. TRIPATI,DR. J.F.AGRAWAL,230723,267370,Un-Aided,Non-Autonomous,Non-Minority
4191,"Mehmuda Shikshan & Gramin Mahila Vikas Bahuudeshiya Sanstha, Central India College of Engineering & Technology, Lonara",Nagpur,Urban,"S.No. 25/1, 25/3, Khasra No. 24, Lonara, Tal. Lonara, Dist. Nagpur",principalcicet@gmail.com,www.cicet.org,,Dr.Pramod Patil,6056333,,Un-Aided,Non-Autonomous,Religious Minority - Muslim
4192,"Maitraya Education Society, Nagarjuna Institute of Engineering Technology & Management, Nagpur
",Nagpur,Rural,"Khasara No. 27, 32-B, At Satnavari, Amravati Road, Nagpur ",maitrey.ngp@gmail.com,www.nietm.in,Dr.M.K.Rahangdale,Dr. S.M.Kelo,322212,,Un-Aided,Non-Autonomous,Non-Minority
4194,"Nav Disha Education Soc, Acharya Vinoba Bhave Institute of Technology ,Mauza-Pawnar,Wardha",Nagpur,Rural,"At Post Pavanar, Dist. Wardha",avbit2008@rediffmail.com,www.abvit.org,Pradip umate,Prof.Amit S Manikrao,93733950,07152245,Un-Aided,Non-Autonomous,Non-Minority
4195,"Vidharbha Bahu uddeshiya Shikshan Sanstha's Abha Gaikwad – Patil College of Engineering, Nagpur",Nagpur,Urban,"Khasara No.8/1, Mohgaon, Wardha Road, Tal. & Dist. Nagpur",vidarbhabuss@yahoo.co.in,www.agpce.com,Liladhar Bawane,Dr. Prashant Kadu,645412,2240656,Un-Aided,Non-Autonomous,Non-Minority
4196,"Gurunanak Educational Society's Gurunanak Institute of Technology, Nagpur",Nagpur,Rural,"Dahegaon, Kalmeshwar Road, Nagpur",gniemnagpur@gmail.com,www.gniem.ac.in,Shri. Rajendra Khobe,Dr. Sudhir N. Shelke ,661450,661410,Un-Aided,Non-Autonomous,Non-Minority
4197,"Jai Mahakali Shikshan Sanstha, Agnihotri College of Engineering, Sindhi(Meghe)
",Nagpur,Rural,"Nagthana Road, Near Bypass Highway Road, Sindhi (Meghe). Wardha ",ajayshelke.000@rediffmail.com,www.agnihotrigroup.org,Gajanan A. Dandade,Prof. Abhishek Kumar,250152,250159,Un-Aided,Non-Autonomous,Non-Minority
4222,"KDK Nagpur Polytechnic, Nagpur",Nagpur,Urban,"Nandanvan, Great Nag Road, Jagnade Chowk,  Nagpur , 440009",admin.npn@gmail.com,www.npnorg.in/www.bcyrc.com/polytechnic/polytech_home.htm,Prof. P. M. Shende,Prof.V.K.Babar,2712739,,Un-Aided,Non-Autonomous,Non-Minority
4223,"Anjuman Hami-E-Islam's Anjuman Polytechnic, Nagpur",Nagpur,Urban,"Mangalwari Bazar,Sadar Nagpur , 440001",anjumanpolysadar@yahoo.co.in,anjumanpolytechnic.in,SYED NAZIRUDDIN,Mr. MOHAMMAD RAFIULLAH,2533533,2533533,Un-Aided,Non-Autonomous,Religious Minority - Muslim
4224,"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Rural,"Survey No.248/3, Beside YCCE, Wanadongari, Hingana Road, Nagpur.441110",principalsdmp0127@gmail.com,www.sdmp.ac.in,Nadeem S. Khan (A.O),VIKAS M.KHANKE,9921633421,2538546,Un-Aided,Non-Autonomous,Non-Minority
4226,"Ankush Shikshan Sanstha's G.H. Raisoni Polytechnic, Nagpur",Nagpur,Urban,"B-37, Sharaddha Park, Hingna-Wadi Road, Nagpur  440016",ghrpolynag@raisoni.net,www.ghrpoly.raisoni.net,Milind Deshmukh,Mr. G.N.AKHADE,236100,236100,Un-Aided,Non-Autonomous,Linguistic Minority - Hindi
4227,"Vivekanand Polytechnic,SitaSaongi,Tal-Tumsar,Dist-Bhandara ",Nagpur,Rural,"At & Post-Sitasaongi, Bhandara , 441929",0092principal@msbte.com,www.vivekanandpolytechnic.com,N. k. Daharwal,Shri. N.  K. Daharwal,220255,220255,Un-Aided,Non-Autonomous,Non-Minority
4229,"Bajaj Chandrapur Polytechnic, Chandrapur",Nagpur,Urban,"Balaji Ward, Near Fish Market, Chandrapur , 442402",principalcpc@gmail.com,www.bajajpoly.com,Mr.D.S. Vyas,Mr. R. P. Harikhere,250540,257173,Un-Aided,Non-Autonomous,Linguistic Minority - Hindi
4230,"Shri Sadashivrao Patil Shikshan Sanstha's Kamptee Polytechnic, Kamptee",Nagpur,Rural,"Behind Railway Station  Nagpur , 441002",kamp_poly@yahoo.com,www.kpkamptee.com,SHRI AJAY TUKARAMJI HARDE,MR. MUKESH B.GHOLASE,288767,287094,Un-Aided,Non-Autonomous,Non-Minority
4231,"Sanmarg Shikshan Sanstha's Late Vasantdada  Polytechnic, Nagpur.",Nagpur,Urban,"E-2/F-3, New Nanadanvan, Nagpur , 440009",lvpngp133@gmail.com,www.lvpnagpur.in,Mr. S. C. Tumane,Mr. A.K. Jajulwar,6686512,,Un-Aided,Non-Autonomous,Non-Minority
4232,"Navodaya Shikshan Sanstha's Shankarrao Dhawad Polytechnic, Nagpur",Nagpur,Urban,"Rajiv Nagar, Somalwada, Nagpur , 440025",shankarraodhawad1@rediffmail.com,www.sdhawadpoly.org,Mr. Mukesh Kadu,Mr. Vinay Raut,2282478,2286880,Un-Aided,Non-Autonomous,Non-Minority
4233,"Lokmanya Tilak Jankalyan Shikshan Sanstha's Priyadarshini Polytechnic, Nagpur",Nagpur,Urban,"P-131,Electronic Zone,Midc,Hingna Road,Nagpur  440016",priyadarshini_poly@rediffmail.com,www.ppn.ltjss.net,Ramrao P Bhoyar,Shri Manoj B. Deokate,690001,242752,Un-Aided,Non-Autonomous,Linguistic Minority - Hindi
4234,"Late M.D. Yergude Memorial Shikshan Prasarak  Mandal's Shri Sai Polytechnic, Chandrapur",Nagpur,Urban,"Opp Hotel Kundan Plaza, Nagpur Road, Chandrapur , 442401",saipoly_cha@yahoo.com,www.saipoly.ac.in,Mrs. S.S. Parnate,Prof. S. N. Pilare,266440,,Un-Aided,Non-Autonomous,Non-Minority
4235,"Jai Mahakali Shikshan Sanstha's Agnihotri School of Technology, Ramnagar, Wardha",Nagpur,Rural,"Ramnagar, Wardha , 442001",ast695@rediffmail.com,www.astwardha.in,Mr. Amol V. Nandedkar,Mr. Chandrakant B. Kothare,252888,250159,Un-Aided,Non-Autonomous,Non-Minority
4236,"Om Arunodaya Bahuuddeshiya Khadi Gramodyog Vikas Sanstha's Om Polytechnic, Sawangi (Meghe), Wardha",Nagpur,Rural,"Samata Nagar, Master Colony, Devali Road, Savangi (Meghe),Wardha  442001",principal.ompoly@gmail.com,www.ompoly.com,AJAY PANDURANGJI NIMJE,C.A. WANKHADE,243975,243975,Un-Aided,Non-Autonomous,Non-Minority
4237,"KDK Polytechnic, Umrer  ",Nagpur,Rural,"Opposite W.C.L.,Village-Ghoturli,State Highway No. 09  Umrer, Dist. Nagpur. 441204",principal.upu@gmail.com,www.umrerpoly.org/,MR. AMIT GHUMADE,Prof. R.P.Dhandre,7116247062,,Un-Aided,Non-Autonomous,Non-Minority
